,Description,Assignment group
3538,able login beyond evolution campaign report engineering tool site certify content,48
7501,setup new,17
844,please create tax code ccyks really urgent post vat inwarehouse tool end week background export good location germany plant delivery sto post finance,2
161,observe alert monitoring tool hostname currently experience high cpu utilization please investigate,6
2214,able login window,0
276,outlook folder office,24
3278,account document billing please help,2
2279,error message system sid partner reach connection refuse,0
6856,access engineering tool,0
4575,shop floor app report unreachable status lnssm please investigate,1
10,engineering tool say connected unable submit report,0
3762,job uacyltoe hxgaycze fail scheduler,39
845,poland can not log crm user,0
5692,dear sir receive new system data card along kindly arrange send good,11
6830,job fail scheduler,47
7664,abende job scheduler,42
6368,ticket update,0
4269,account lock,0
2801,blank call loud noise gso,0
1116,person side disconnect,0
7540,hello like change office english german find set watch video let talk click link email say video available enable organization thank much help,0
7331,microsoft outlook mail notification outstanding inwarehouse tool payment message send company quarantine database please contact help desk information,19
7006,account lock,0
6387,outlook continuously ask password,0
6361,svc ticket find nothing,43
4010,account lock,0
345,could please help error message server disconnect can not make edit trgdyyufs calendar invitation entry possible urgent,0
8291,get error try run bex report allow log sid something issue past need daily report,0
4668,disable private address field new edit button employee master crm,7
5461,dsw see isensor company com device generate vid openvas vulnerability scanner user agent detect inbound alert allow traffic port tcp indicate use indicate event detail block source address necessarily productive due attacker ability switch address use proxy anonymize software tor vpns please investigate targeted host determine whether run vulnerable version application ticket effectively serve master relate receive feedback handle event go forward let know either correspond via delegate back soc call number option available handle future one autoresolve directly portal explicit notification reporting purpose escalation medium priority phone call unique full high,12
6029,scan scanner work note drive know,0
4283,germany skype speaker require confernece room conference behind cantine therefore michghytuael cker confirm purchase new two suggest one big speaker instead please check price allow compare possibility,26
2457,marty nevin username nevinmw can not login computer shrugott tyhuellis usa facilities mgr,0
7069,problem lan ewew,17
5406,fen essa presse box blinkt dauerhaft,17
3215,sid erp production system please reset password can not log need perform good receipt,0
